rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,doi:10.3390/s26113541,Sensing the Action: Rethinking Sensor Modalities and Multi-Modal Fusion in Vision–Language–Action Models for Robotic Manipulation,2026,Sensors,https://doi.org/10.3390/s26113541,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
12,doi:10.3390/s22218126,A Transformer-Based Model for Super-Resolution of Anime Image,2022,Sensors,https://doi.org/10.3390/s22218126,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1109/tnsre.2024.3351863,M-FANet: Multi-Feature Attention Convolutional Neural Network for Motor Imagery Decoding,2024,IEEE Transactions on Neural Systems and Rehabilitation Engineering,https://doi.org/10.1109/tnsre.2024.3351863,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.3390/en18123095,CNN–Patch–Transformer-Based Temperature Prediction Model for Battery Energy Storage Systems,2025,Energies,https://doi.org/10.3390/en18123095,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
15,doi:10.64898/2026.03.28.714798,DECODING SYNONYMOUS CODON SELECTION WITH A TRANSFORMER MODEL,,,https://doi.org/10.64898/2026.03.28.714798,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
16,doi:10.1109/jmw.2022.3228683,"Next-Generation IoT Devices: Sustainable Eco-Friendly Manufacturing, Energy Harvesting, and Wireless Connectivity",2023,IEEE Journal of Microwaves,https://doi.org/10.1109/jmw.2022.3228683,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.1109/tnsre.2022.3230250,EEG Conformer: Convolutional Transformer for EEG Decoding and Visualization,2022,IEEE Transactions on Neural Systems and Rehabilitation Engineering,https://doi.org/10.1109/tnsre.2022.3230250,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
18,doi:10.3389/fenrg.2025.1626556,Editorial: AI-based energy storage systems,2025,Frontiers in Energy Research,https://doi.org/10.3389/fenrg.2025.1626556,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.1190/geo2024-0262.1,Seismic foundation model: A next generation deep-learning model in geophysics,2025,Geophysics,https://doi.org/10.1190/geo2024-0262.1,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
20,doi:10.64898/2025.12.17.694831,An EMG Foundation Model for Neural Decoding,,,https://doi.org/10.64898/2025.12.17.694831,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.1109/access.2025.3555393,Predict+Optimize Problem in Renewable Energy Scheduling,2025,IEEE Access,https://doi.org/10.1109/access.2025.3555393,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.1109/aimla67915.2026.11522324,Next-Generation Smart Energy Control for Institutional Buildings Using Agentic AI and Transformer-Based Load Forecasting,2026,2026 4th International Conference on Artificial Intelligence and Machine Learning Applications Theme: Healthcare and Internet of Things (AIMLA),https://doi.org/10.1109/aimla67915.2026.11522324,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.1007/s40747-025-02000-w,Adaptive infant cry classification using multi-armed bandit modality selection in an attentive convolutional recurrent neural network model,2025,Complex & Intelligent Systems,https://doi.org/10.1007/s40747-025-02000-w,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.1038/s41598-025-31896-0,Impact of decoding strategies on GPU energy usage in large language model text generation,2025,Scientific Reports,https://doi.org/10.1038/s41598-025-31896-0,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.3390/forecast7020025,"Parallel Multi-Model Energy Demand Forecasting with Cloud Redundancy: Leveraging Trend Correction, Feature Selection, and Machine Learning",2025,Forecasting,https://doi.org/10.3390/forecast7020025,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.3390/sci7040179,A Review of Artificial Intelligence (AI)-Driven Smart and Sustainable Drug Delivery Systems: A Dual-Framework Roadmap for the Next Pharmaceutical Paradigm,2025,Sci,https://doi.org/10.3390/sci7040179,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.3390/a19030241,A New Method for Diagnosing Transformer Winding Faults Based on mRMR-RF Feature Selection and an Inverse Distance Weighted KNN Model,2026,Algorithms,https://doi.org/10.3390/a19030241,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.3390/su132413950,Landfill Site Selection for Medical Waste Using an Integrated SWARA-WASPAS Framework Based on Spherical Fuzzy Set,2021,Sustainability,https://doi.org/10.3390/su132413950,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.48550/arxiv.2501.08620,CT-PatchTST: Channel-Time Patch Time-Series Transformer for Long-Term Renewable Energy Forecasting,2025,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2501.08620,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
30,doi:10.3390/app15168996,DL-HEED: A Deep Learning Approach to Energy-Efficient Clustering in Heterogeneous Wireless Sensor Networks,2025,Applied Sciences,https://doi.org/10.3390/app15168996,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.3390/en13040986,A Group Decision Framework for Renewable Energy Source Selection under Interval-Valued Probabilistic linguistic Term Set,2020,Energies,https://doi.org/10.3390/en13040986,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.3390/electronics15010061,A Hierarchical Predictive-Adaptive Control Framework for State-of-Charge Balancing in Mini-Grids Using Deep Reinforcement Learning,2025,Electronics,https://doi.org/10.3390/electronics15010061,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.21203/rs.3.rs-4633194/v1,The U-shaped Transformer architecture for precise retinal vessel segmentation,,,https://doi.org/10.21203/rs.3.rs-4633194/v1,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.48550/arxiv.2404.03663,Spike-driven Transformer V2: Meta Spiking Neural Network Architecture Inspiring the Design of Next-generation Neuromorphic Chips,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2404.03663,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.1063/5.0318329,Employing a large language model and a Transformer model for data analysis of turbulent bubble flow,2026,Physics of Fluids,https://doi.org/10.1063/5.0318329,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.1109/access.2024.3370847,Technologies for Energy Storage Power Stations Safety Operation: Battery State Evaluation Survey and a Critical Analysis,2024,IEEE Access,https://doi.org/10.1109/access.2024.3370847,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.3390/pr13103372,Coordinated Optimization of Distributed Energy Resources Based on Spatio-Temporal Transformer and Multi-Agent Reinforcement Learning,2025,Processes,https://doi.org/10.3390/pr13103372,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.1115/1.4070798,A Physics-Informed Multimodal Transformer Model for Machining Energy Consumption Prediction,2026,Journal of Computing and Information Science in Engineering,https://doi.org/10.1115/1.4070798,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.1109/tase.2025.3578326,Confidence-Aware Robust Dynamical Distance Constrained Reinforcement Learning for Social Robot Navigation,2025,IEEE Transactions on Automation Science and Engineering,https://doi.org/10.1109/tase.2025.3578326,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.46632/jeae/1/1/2,Performance evaluation of Wireless Network selection using Gray Rational Analysis (GRA) Method,2022,Journal on Electronic and Automation Engineering,https://doi.org/10.46632/jeae/1/1/2,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.1109/tnsre.2020.3034234,Feature-Selection-Based Transfer Learning for Intracortical Brain–Machine Interface Decoding,2020,IEEE Transactions on Neural Systems and Rehabilitation Engineering,https://doi.org/10.1109/tnsre.2020.3034234,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.1007/s43621-025-02186-6,"Deep learning for sustainable development across climate, energy, agriculture and urban systems",2025,Discover Sustainability,https://doi.org/10.1007/s43621-025-02186-6,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.30574/wjaets.2026.18.3.0155,"Explainable ensembles and transformer‑centric learning in vision and beyond: Methods, validation and deployment assurance",2026,World Journal of Advanced Engineering Technology and Sciences,https://doi.org/10.30574/wjaets.2026.18.3.0155,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.1371/journal.pone.0335542,DLLT: A dual-layer LSTM-transformer model for real-time energy and dynamics prediction in plug-in hybrid electric vehicles,2025,PLOS One,https://doi.org/10.1371/journal.pone.0335542,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.3389/fnbot.2025.1646336,End-to-end robot intelligent obstacle avoidance method based on deep reinforcement learning with spatiotemporal transformer architecture,2025,Frontiers in Neurorobotics,https://doi.org/10.3389/fnbot.2025.1646336,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.1108/ir-03-2020-0063,A survey of energy-efficient motion planning for wheeled mobile robots,2020,Industrial Robot: the international journal of robotics research and application,https://doi.org/10.1108/ir-03-2020-0063,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
47,arxiv:2410.15959v6,Diffusion Transformer Policy,2024,arXiv,http://arxiv.org/abs/2410.15959v6,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
